send_time_ns,exit_time_ns,sender_to_A_s,service_time_A_s,A_to_B_s,service_time_B_s,B_to_sink_s,end_to_end_s,threads_A,threads_B,lambda,queue_len_A,queue_len_B
12452362400173828,12452362486137073,0.0201648,0.0200667,0.0607475,0.0500653,0.00505098,0.0859632,10,10,422.96,0,0
12452362401252215,12452362486146109,0.0201639,0.02007,0.0596707,0.0500641,0.00505937,0.0848939,10,10,422.96,0,0
12452362402334579,12452362486159645,0.0201716,0.020064,0.0585817,0.0500635,0.00507172,0.0838251,10,10,422.96,0,0
12452362403411604,12452362486168051,0.0201515,0.0200628,0.0577836,0.0500668,0.00482133,0.0827564,10,10,422.96,0,0
12452362404488448,12452362486176997,0.0201769,0.0200682,0.0567119,0.0500673,0.00479978,0.0816885,10,10,422.96,0,0
12452362409564713,12452362537878148,0.0201612,0.0200646,0.101063,0.050068,0.00708941,0.128313,10,10,437.348,1,21
12452362410640335,12452362537894449,0.020149,0.0200647,0.100067,0.0500634,0.00703772,0.127254,10,10,437.348,1,21
12452362414721889,12452362537903045,0.0202202,0.0200702,0.0960783,0.0500668,0.00688264,0.123181,10,10,437.348,1,21
12452362418797672,12452362537913515,0.0201582,0.0200707,0.0921731,0.0500662,0.0067845,0.119116,10,10,437.348,1,21
12452362419873494,12452362537925427,0.0202986,0.0200709,0.0909624,0.0500655,0.00679092,0.118052,10,10,437.348,1,21
12452362423026752,12452362537937439,0.020153,0.0200686,0.087978,0.0500624,0.00677975,0.114911,10,10,437.348,1,21
12452362420949467,12452362537946556,0.0201597,0.0200705,0.0900539,0.0500648,0.0067835,0.116997,10,10,437.348,1,21
12452362431103198,12452362537959501,0.0201521,0.0200691,0.0799139,0.0500603,0.00679033,0.106856,10,10,437.348,1,21
12452362434194640,12452362537968668,0.0201621,0.0200626,0.077064,0.0500662,0.00654787,0.103774,10,10,437.348,1,21
12452362436274972,12452362537980720,0.0201578,0.0200688,0.0750157,0.0500643,0.00653223,0.101706,10,10,437.348,1,21
12452362437350323,12452362583534925,0.02016,0.0200674,0.123347,0.0500637,0.00267742,0.146185,13,29,311.746,1,21
12452362447427982,12452362583556315,0.0201732,0.0200729,0.113327,0.0500621,0.00262794,0.136128,13,29,311.746,1,21
12452362454504558,12452362583564601,0.0201509,0.0200663,0.106443,0.0500674,0.00246604,0.12906,13,29,311.746,1,21
12452362466585874,12452362583573177,0.0201491,0.020065,0.0944646,0.0500649,0.00237363,0.116987,13,29,311.746,1,21
12452362467668129,12452362583584007,0.0201762,0.0200683,0.0933591,0.0500637,0.00238053,0.115916,13,29,311.746,1,21
12452362485748947,12452362583592944,0.0201733,0.0200728,0.0753004,0.0500601,0.00237033,0.097844,13,29,311.746,1,21
12452362487830530,12452362583603243,0.0201793,0.0200702,0.0732205,0.0500619,0.00237294,0.0957727,13,29,311.746,1,21
12452362489910641,12452362583616417,0.020177,0.020066,0.071148,0.0500613,0.00238071,0.0937058,13,29,311.746,1,21
12452362490993035,12452362583624643,0.0201738,0.0200639,0.070328,0.0500663,0.00212978,0.0926316,13,29,311.746,1,21
12452362493075471,12452362583644811,0.0201445,0.0200608,0.0683082,0.0500666,0.00211663,0.0905693,13,29,311.746,1,21
12452362518388836,12452362595612565,0.0201499,0.0200673,0.0518388,0.0500672,0.00523494,0.0772237,13,29,288.851,1,21
12452362516235218,12452362595630268,0.0201635,0.0200669,0.0539789,0.0500648,0.00525261,0.0793951,13,29,288.851,1,21
12452362503155493,12452362595639455,0.0201557,0.0200656,0.0670869,0.0500634,0.00524141,0.092484,13,29,288.851,1,21
12452362517312232,12452362595648131,0.0201614,0.0200716,0.052933,0.050068,0.00524146,0.0783359,13,29,288.851,1,21
12452362526472286,12452362601675495,0.0201696,0.0200671,0.0535231,0.0500716,0.00151048,0.0752032,13,29,304.074,1,21
12452362535552017,12452362615919156,0.0201678,0.0200714,0.057605,0.0500682,0.00259431,0.0803671,13,29,287.661,1,21
12452362537635134,12452362615935797,0.0201661,0.0200666,0.055556,0.0500648,0.00257859,0.0783007,13,29,287.661,1,21
12452362544721469,12452362630309301,0.0202022,0.0200682,0.0574132,0.0500644,0.00797238,0.0855878,13,29,327.195,1,21
12452362549800408,12452362630326253,0.0201623,0.0200696,0.0525028,0.0500645,0.00786075,0.0805258,13,29,327.195,1,21
12452362562883248,12452362635285118,0.0202762,0.0200636,0.0503301,0.0500709,0.00179555,0.0724019,13,29,314.152,1,21
12452362571975664,12452362661613452,0.0202341,0.0200677,0.0533429,0.0500648,0.0160608,0.0896378,13,29,322.421,1,21
12452362580059204,12452362661648007,0.0201734,0.0200706,0.0514895,0.0500645,0.00992592,0.0815888,13,29,322.421,1,21
12452362583139626,12452362661657234,0.0201648,0.0200679,0.0554591,0.0500668,0.00289366,0.0785176,13,29,322.421,1,21
12452362595217836,12452362687756039,0.0201862,0.0200664,0.050513,0.0500675,0.021839,0.0925382,13,29,348.253,1,21
12452362599301635,12452362687773552,0.0201724,0.0200648,0.0515382,0.0500746,0.0167613,0.0884719,13,29,348.253,1,21
12452362601382116,12452362687781777,0.0201645,0.0200641,0.0504985,0.0500668,0.0157367,0.0863997,13,29,348.253,1,21
12452362608460736,12452362687789712,0.0201806,0.0200674,0.051661,0.0500724,0.00748738,0.079329,13,29,348.253,1,21
12452362612539004,12452362687799640,0.0201817,0.0200759,0.0526317,0.050068,0.00244723,0.0752606,13,29,348.253,1,21
12452362615617953,12452362687813266,0.0201702,0.0200716,0.0506175,0.0500707,0.00140753,0.0721953,13,29,348.253,1,21
12452362621777093,12452362709192042,0.020205,0.0200652,0.0515009,0.0500681,0.0157091,0.0874149,13,29,430.217,1,21
12452362620701190,12452362709209504,0.0201758,0.0200636,0.0526383,0.0500665,0.0156942,0.0885083,13,29,430.217,1,21
12452362624853737,12452362718263469,0.0201738,0.0200693,0.0665436,0.0500634,0.00669238,0.0934097,13,29,398.209,1,21
12452362629939600,12452362718280050,0.0202306,0.0200646,0.0614609,0.0500627,0.0066489,0.0883405,13,29,398.209,1,21
12452362635021605,12452362718288426,0.0201667,0.0200643,0.0564838,0.0500641,0.00661634,0.0832668,13,29,398.209,1,21
12452362636098169,12452362718296792,0.0201516,0.020063,0.0556891,0.0500611,0.00635793,0.0821986,13,29,398.209,1,21
12452362643175256,12452362743572427,0.0201687,0.0200696,0.0743945,0.0500684,0.00583399,0.100397,13,29,377.205,1,21
12452362662335332,12452362743590411,0.0201878,0.0200657,0.0552764,0.0500618,0.00579088,0.0812551,13,29,377.205,1,21
12452362661253599,12452362743598887,0.0201675,0.0200618,0.0564229,0.0500681,0.00575482,0.0823453,13,29,377.205,1,21
12452362687418047,12452362761907281,0.0202371,0.0200708,0.0515346,0.0500686,0.00271758,0.0744892,13,29,427.271,1,21
12452362688496313,12452362761924473,0.0201717,0.0200664,0.050621,0.0500669,0.00263546,0.0734282,13,29,427.271,1,21
12452362692571606,12452362775036407,0.0201669,0.0200652,0.0555198,0.0500648,0.00677817,0.0824648,13,29,392.186,1,21
12452362694650865,12452362775069118,0.0201658,0.0200643,0.0534923,0.0500651,0.0067602,0.0804183,13,29,392.186,1,21
12452362705731549,12452362783417363,0.0201681,0.0200682,0.055528,0.0500723,0.00198965,0.0776858,13,29,467.134,1,21
12452362708883985,12452362783434946,0.0201684,0.0200695,0.0524277,0.0500678,0.00195496,0.074551,13,29,467.134,1,21
12452362706808984,12452362783443612,0.0201547,0.0200677,0.0545403,0.0500635,0.00193965,0.0766346,13,29,467.134,1,21
12452362717963649,12452362795590701,0.0201822,0.0200685,0.055439,0.0500719,0.00200587,0.0776271,13,29,424.723,1,21
12452362724056425,12452362795606100,0.0201682,0.020067,0.0504141,0.0500676,0.000967349,0.0715497,13,29,424.723,1,21
12452362731136678,12452362816028868,0.0201652,0.0200659,0.0605971,0.0500667,0.00412994,0.0848922,13,29,389.018,1,21
12452362732213121,12452362816047924,0.0201619,0.0200642,0.0595788,0.050064,0.00409415,0.0838348,13,29,389.018,1,21
12452362743293846,12452362849287775,0.0201755,0.0200676,0.0615572,0.0500712,0.0242612,0.105994,13,29,336.358,1,21
12452362744369468,12452362849306941,0.0201599,0.0200705,0.0605287,0.0500652,0.0242488,0.104937,13,29,336.358,1,21
12452362745447735,12452362849316389,0.020161,0.0200667,0.0595297,0.0500708,0.0241779,0.103869,13,29,336.358,1,21
12452362748526093,12452362849325366,0.0201514,0.0200639,0.0565148,0.0500655,0.024133,0.100799,13,29,336.358,1,21
12452362761608562,12452362849334813,0.0201739,0.0200654,0.0516214,0.0500687,0.015931,0.0877263,13,29,336.358,1,21
12452362774695770,12452362849349160,0.0202003,0.0200707,0.0507016,0.050067,0.0037515,0.0746534,13,29,336.358,1,21
12452362775777804,12452362849357566,0.0201755,0.0200634,0.0507246,0.0500672,0.00267964,0.0735798,13,29,336.358,1,21
12452362776856321,12452362875608265,0.0201567,0.0200664,0.0547509,0.0500677,0.0238443,0.0987519,13,29,336.406,1,21
12452362778934338,12452362875625758,0.0202318,0.0200677,0.0526102,0.0500672,0.0238494,0.0966914,13,29,336.406,1,21
12452362783086975,12452362875634764,0.0201767,0.0200646,0.0515885,0.0500661,0.0207826,0.0925478,13,29,336.406,1,21
12452362785168087,12452362875644182,0.0201712,0.020066,0.0566061,0.0500696,0.0136988,0.0904761,13,29,336.406,1,21
12452362792248150,12452362875656174,0.0201453,0.0200681,0.0536272,0.0500736,0.0096356,0.083408,13,29,336.406,1,21
12452362795325275,12452362875665893,0.0201578,0.0200691,0.0505671,0.0500674,0.00961572,0.0803406,13,29,336.406,1,21
12452362796411246,12452362875679087,0.0201553,0.0200678,0.0545522,0.0500743,0.00456033,0.0792678,13,29,336.406,1,21
12452362801488633,12452362905927454,0.0201552,0.0200632,0.0775999,0.0500663,0.00668377,0.104439,13,29,332.17,1,21
12452362804569105,12452362905943995,0.0201851,0.0200729,0.0745615,0.0500659,0.00662824,0.101375,13,29,332.17,1,21
12452362811647493,12452362905953032,0.0201774,0.0200735,0.0675694,0.0500647,0.00655872,0.0943055,13,29,332.17,1,21
12452362815729158,12452362905962399,0.0201725,0.0200666,0.0637649,0.0500668,0.00629592,0.0902332,13,29,332.17,1,21
12452362820816654,12452362905977037,0.0201712,0.0200646,0.0587021,0.0500671,0.00628707,0.0851604,13,29,332.17,1,21
12452362848901443,12452362928264573,0.0202294,0.0200735,0.0564738,0.050068,0.0026599,0.0793631,13,29,417.394,1,21
12452362849983527,12452362928282386,0.0202098,0.0200673,0.0554672,0.0500666,0.00262188,0.0782989,13,29,417.394,1,21
12452362854071493,12452362928290752,0.0201859,0.0200624,0.0514308,0.0500643,0.00260264,0.0742193,13,29,417.394,1,21
12452362856150972,12452362935319448,0.0201689,0.0200678,0.0553516,0.0500649,0.00364803,0.0791685,13,29,389.775,1,21
12452362867230085,12452362948464806,0.0201534,0.0200667,0.0563707,0.0500677,0.00471065,0.0812347,13,29,416.041,1,21
12452362875308935,12452362971968977,0.0201778,0.0200693,0.0604469,0.050065,0.0160354,0.09666,13,29,361.737,1,21
12452362881386693,12452362971989786,0.0201663,0.0200677,0.0544141,0.0500685,0.0160227,0.0906031,13,29,361.737,1,21
12452362893472147,12452362989149201,0.020185,0.0200742,0.0646043,0.0500651,0.0108877,0.0956771,13,29,316.827,1,21
12452362894551626,12452362989167225,0.0201623,0.0200696,0.0635753,0.0500614,0.010878,0.0946156,13,29,316.827,1,21
12452362905635668,12452362989175620,0.0201657,0.0200608,0.0525307,0.0500663,0.0108435,0.08354,13,29,316.827,1,21
12452362907721539,12452362989185619,0.0201772,0.0200673,0.0504633,0.0500649,0.0108235,0.0814641,13,29,316.827,1,21
12452362908798093,12452362989197962,0.0201472,0.0200617,0.0563692,0.0500655,0.00388346,0.0803999,13,29,316.827,1,21
12452362909872432,12452362989207941,0.0201527,0.0200673,0.0553279,0.0500657,0.00385489,0.0793355,13,29,316.827,1,21
12452362927952198,12452363006381031,0.0201869,0.0200725,0.0503708,0.0500653,0.00787115,0.0784288,13,29,359.997,1,21
12452362935033894,12452363006397492,0.0201877,0.0200744,0.0504321,0.0500662,0.000743711,0.0713636,13,29,359.997,1,21
12452362947119319,12452363045837640,0.0201781,0.0200682,0.0546738,0.0500709,0.0238665,0.0987183,13,29,338.964,1,3
12452362948194720,12452363045855754,0.020156,0.0200679,0.0536477,0.0500657,0.0238574,0.097661,13,29,338.964,1,3
12452362950271865,12452363045933119,0.0201613,0.0200658,0.0515985,0.0500652,0.0239014,0.0956613,13,29,338.964,1,3
12452362955360293,12452363045947847,0.0201715,0.0200685,0.0525086,0.0500652,0.0179074,0.0905876,13,29,338.964,1,3
12452362958446124,12452363045956643,0.020159,0.0200642,0.0605478,0.0500654,0.00680374,0.0875105,13,29,338.964,1,3
12452362963526988,12452363045965920,0.0201533,0.0200643,0.0555039,0.0500656,0.0067818,0.0824389,13,29,338.964,1,3
12452362965605575,12452363045975699,0.0201672,0.0200702,0.0534421,0.050067,0.00676086,0.0803701,13,29,338.964,1,3
12452362971685207,12452363045990396,0.0201698,0.0200657,0.0504489,0.0500709,0.00368644,0.0743052,13,29,338.964,1,3
12452362977768064,12452363066343514,0.0201656,0.0200659,0.058455,0.050074,0.00995484,0.0885755,13,24,436.858,1,3
12452362988861042,12452363066361468,0.0201671,0.0200632,0.051444,0.0500666,0.0058893,0.0775004,13,24,436.858,1,3
12452362990941593,12452363066369923,0.0202196,0.0200673,0.0503716,0.0500708,0.00483718,0.0754283,13,24,436.858,1,3
12452362992021543,12452363098526950,0.0201952,0.0200732,0.0583981,0.0500722,0.0279121,0.106505,13,24,400.505,1,3
12452363006101188,12452363098543771,0.020173,0.0200656,0.069561,0.0500666,0.00270868,0.0924426,13,24,400.505,1,3
12452363010185497,12452363098552758,0.0201787,0.0200677,0.0656014,0.0500671,0.00258726,0.0883673,13,24,400.505,1,3
12452363011262441,12452363098562026,0.0201743,0.0200692,0.0646261,0.0500685,0.00249915,0.0872996,13,24,400.505,1,3
12452363020341103,12452363098586121,0.0201564,0.0200648,0.0555657,0.050068,0.00252285,0.078245,13,24,400.505,1,3
12452363023421173,12452363098594356,0.0201614,0.0200689,0.0525042,0.0500611,0.00250756,0.0751732,13,24,400.505,1,3
12452363045507573,12452363119194306,0.0201895,0.0200675,0.0506415,0.0500642,0.00285574,0.0736867,13,24,627.361,1,3
12452363046588825,12452363119212470,0.0201671,0.0200642,0.0516314,0.0500664,0.000825204,0.0726236,13,24,627.361,1,3
12452363049663967,12452363164549658,0.0201788,0.0200713,0.0786694,0.0500646,0.0160375,0.114886,13,24,458.073,1,3
12452363050738367,12452363164567532,0.0201553,0.0200616,0.0776581,0.0500613,0.0160158,0.113829,13,24,458.073,1,3
12452363054817125,12452363164576809,0.020155,0.0200643,0.0736192,0.050066,0.0159856,0.10976,13,24,458.073,1,3
12452363060893270,12452363164586878,0.0201566,0.0200672,0.0675551,0.0500624,0.0159819,0.103694,13,24,458.073,1,3
12452363066055275,12452363164601275,0.0201657,0.0200661,0.0624096,0.0500635,0.0159707,0.098546,13,24,458.073,1,3
12452363064971217,12452363164609781,0.0201711,0.0200709,0.0634911,0.0500621,0.0159764,0.0996386,13,24,458.073,1,3
12452363068133442,12452363164619549,0.0201523,0.0200656,0.0603746,0.0500656,0.0159592,0.0964861,13,24,458.073,1,3
12452363098213303,12452363179588716,0.0201729,0.0200662,0.0508116,0.0500697,0.0103909,0.0813754,13,24,418.897,1,3
12452363106300229,12452363179604536,0.0201801,0.0200696,0.050838,0.0500692,0.00228624,0.0733043,13,24,418.897,1,3
12452363107376903,12452363198883185,0.0201695,0.0200685,0.0527735,0.0500681,0.0185634,0.0915063,13,24,470.105,1,3
12452363111453708,12452363198901018,0.02016,0.0200645,0.0668349,0.0500687,0.000452436,0.0874473,13,24,470.105,1,3
12452363113530632,12452363198910646,0.0201554,0.0200717,0.0647856,0.0500654,0.000438961,0.08538,13,24,470.105,1,3
12452363114606374,12452363198920424,0.0201482,0.0200663,0.0637335,0.0500687,0.000432348,0.0843141,13,24,470.105,1,3
12452363115682487,12452363198934771,0.0201494,0.0200672,0.0626598,0.0500671,0.000443098,0.0832523,13,24,470.105,1,3
12452363116756316,12452363198943107,0.0201531,0.0200678,0.0616035,0.0500648,0.000430255,0.0821868,13,24,470.105,1,3
12452363118906658,12452363198951673,0.0202489,0.0200705,0.0593753,0.0500683,0.000420767,0.080045,13,24,470.105,1,3
12452363117832258,12452363198964066,0.0201559,0.0200698,0.0605428,0.0500688,0.00043316,0.0811318,13,24,470.105,1,3
12452363126987613,12452363198973384,0.020238,0.0200665,0.0513112,0.0500639,0.000436647,0.0719858,13,24,470.105,1,3
12452363130073805,12452363220090871,0.0201614,0.0200632,0.0643082,0.0500696,0.00554749,0.0900171,13,24,399.555,1,3
12452363148162638,12452363244497922,0.0201904,0.020072,0.0612387,0.0500617,0.0149061,0.0963353,13,24,421.585,1,3
12452363164249086,12452363263612454,0.0201881,0.0200682,0.0644321,0.050065,0.0147432,0.0993634,13,24,384.667,1,3
12452363179329882,12452363263629596,0.0201714,0.0200671,0.0574626,0.0500665,0.00666572,0.0842997,13,24,384.667,1,3
12452363180405314,12452363263638603,0.0201667,0.0200669,0.0564187,0.0500682,0.00664782,0.0832333,13,24,384.667,1,3
12452363181482579,12452363263646748,0.0201548,0.0200656,0.0554033,0.0500661,0.00660598,0.0821642,13,24,384.667,1,3
12452363198576621,12452363286736825,0.0201777,0.0200705,0.0512652,0.0500663,0.0167172,0.0881602,13,24,345.762,1,3
12452363206662836,12452363286753326,0.0201828,0.0200669,0.0503967,0.050068,0.00951096,0.0800905,13,24,345.762,1,3
12452363219743442,12452363300846376,0.0201796,0.0200705,0.0545727,0.0500672,0.00635064,0.0811029,13,24,318.286,1,3
12452363225822361,12452363321317685,0.0201738,0.0200684,0.0676137,0.0500648,0.00770783,0.0954953,13,24,401.69,1,3
12452363226898504,12452363321339055,0.0201844,0.020084,0.0665703,0.0500637,0.0076858,0.0944406,13,24,401.69,1,3
12452363228979406,12452363321347811,0.0202406,0.0200694,0.0644744,0.0500619,0.00765343,0.0923684,13,24,401.69,1,3
12452363230061149,12452363321357580,0.0201589,0.0200695,0.0634876,0.0500641,0.00764994,0.0912964,13,24,401.69,1,3
12452363235137985,12452363321371415,0.0201481,0.0200669,0.0584392,0.0500617,0.00764617,0.0862334,13,24,401.69,1,3
12452363244219892,12452363321380222,0.0201769,0.0200718,0.0522627,0.0500646,0.00472073,0.0771603,13,24,401.69,1,3
12452363263305760,12452363345804214,0.0201833,0.0200656,0.0532537,0.0500663,0.00906143,0.0824985,13,24,403.583,1,3
12452363266386462,12452363352889967,0.0201793,0.0200676,0.0642746,0.050066,0.00204958,0.0865035,13,24,377.337,1,3
12452363286465388,12452363366119492,0.0201714,0.0200649,0.0544075,0.0500684,0.0050752,0.0796541,13,24,344.677,1,3
12452363300550192,12452363373150813,0.0201811,0.0200665,0.0506003,0.050069,0.00181913,0.0726006,13,24,324.331,1,3
12452363302634139,12452363378221768,0.0201743,0.0200674,0.0545998,0.0500667,0.000813482,0.0755876,13,24,311.559,1,3
12452363303709391,12452363378239160,0.0201935,0.0200719,0.0535469,0.0500688,0.000789346,0.0745298,13,24,311.559,1,3
12452363310788561,12452363393429743,0.0201646,0.0200681,0.0505009,0.0500688,0.0119757,0.0826412,13,24,328.938,1,3
12452363311865716,12452363393446744,0.0201564,0.0200714,0.0515112,0.0500679,0.00991338,0.081581,13,24,328.938,1,3
12452363313941809,12452363393466080,0.0201705,0.0200703,0.0504932,0.0500673,0.00886063,0.0795243,13,24,328.938,1,3
12452363321029816,12452363409629833,0.0201651,0.0200685,0.0546103,0.05007,0.0138246,0.0886,13,24,316.885,1,3
12452363327116060,12452363409647686,0.0201937,0.0200675,0.0555815,0.0500677,0.00675646,0.0825316,13,24,316.885,1,3
12452363331196723,12452363409655982,0.0201618,0.0200658,0.0515702,0.0500652,0.00672728,0.0784593,13,24,316.885,1,3
12452363333273357,12452363409664999,0.0201735,0.0200676,0.0525116,0.0500655,0.00370648,0.0763916,13,24,316.885,1,3
12452363334354479,12452363409679847,0.0201543,0.0200672,0.0515049,0.0500675,0.00366619,0.0753254,13,24,316.885,1,3
12452363336432646,12452363416773524,0.0201819,0.0200694,0.059439,0.0500652,0.000720027,0.0803409,13,24,356.324,1,3
12452363345518009,12452363416789875,0.0201766,0.0200683,0.0504908,0.0500662,0.000604541,0.0712719,13,24,356.324,1,3
12452363352613681,12452363433067370,0.0201725,0.0200664,0.0503608,0.0500687,0.00992037,0.0804537,13,24,365.503,1,3
12452363355694553,12452363433084262,0.0201746,0.0200678,0.0523562,0.0500657,0.00485897,0.0773897,13,24,365.503,1,3
12452363365775639,12452363445224779,0.0201701,0.0200651,0.0574922,0.0500698,0.00178679,0.0794491,13,24,337.225,1,3
12452363372857194,12452363445240930,0.0201918,0.0200693,0.0504294,0.0500688,0.00176256,0.0723837,13,24,337.225,1,3
12452363377944078,12452363472494174,0.0201838,0.0200679,0.0614956,0.0500625,0.0128707,0.0945501,13,24,386.025,1,3
12452363379026763,12452363472511206,0.0201555,0.0200662,0.0604771,0.0500687,0.0128518,0.0934844,13,24,386.025,1,3
12452363385103810,12452363472519972,0.0201605,0.0200685,0.0544087,0.0500658,0.012847,0.0874162,13,24,386.025,1,3
12452363393180356,12452363472529500,0.0201673,0.0200736,0.0534322,0.0500685,0.00574959,0.0793491,13,24,386.025,1,3
12452363395256479,12452363472544338,0.0201618,0.0200682,0.0513847,0.050065,0.00574143,0.0772879,13,24,386.025,1,3
12452363409337005,12452363491653129,0.0202076,0.0200751,0.05355,0.0500669,0.00855852,0.0823161,13,24,361.848,1,3
12452363410417196,12452363491670401,0.0201758,0.0200654,0.052536,0.0500658,0.0085414,0.0812532,13,24,361.848,1,3
12452363416496546,12452363504794588,0.0201659,0.0200642,0.058553,0.0500685,0.00957915,0.088298,13,24,345.434,1,3
12452363417574402,12452363504809496,0.0201548,0.0200633,0.0575181,0.0500636,0.00956221,0.0872351,13,24,345.434,1,3
12452363425651960,12452363504818573,0.0201547,0.0200671,0.0505064,0.0500663,0.00850554,0.0791666,13,24,345.434,1,3
12452363428728635,12452363523099344,0.0201611,0.0200736,0.0594282,0.0500673,0.0147814,0.0943707,13,24,352.752,1,3
12452363432808266,12452363523117348,0.0201539,0.0200674,0.0553747,0.0500606,0.0147805,0.0903091,13,24,352.752,1,3
12452363444895914,12452363523125964,0.0202083,0.0200682,0.0573983,0.0500704,0.000623446,0.0782301,13,24,352.752,1,3
12452363445976155,12452363523134149,0.0202476,0.0200676,0.0563123,0.050064,0.000598069,0.077158,13,24,352.752,1,3
12452363458058334,12452363546380049,0.0201641,0.0200662,0.0634279,0.0500624,0.0047297,0.0883217,13,24,292.509,1,3
12452363459141670,12452363546398083,0.0202279,0.0200727,0.062323,0.0500664,0.00470551,0.0872564,13,24,292.509,1,3
12452363472221705,12452363546407060,0.0201626,0.0200646,0.051338,0.0500689,0.00268473,0.0741854,13,24,292.509,1,3
12452363474299621,12452363564514307,0.0201609,0.0200623,0.0603385,0.0500661,0.00971524,0.0902147,10,26,268.787,1,3
12452363491379677,12452363605786942,0.0201718,0.0200723,0.0615129,0.0500745,0.0327225,0.114407,10,26,405.308,1,3
12452363493457453,12452363605805627,0.0201696,0.0200719,0.0596462,0.0500632,0.0325324,0.112348,10,26,405.308,1,3
12452363504536586,12452363605820345,0.0201662,0.0200679,0.0534799,0.0500675,0.0276376,0.101284,10,26,405.308,1,3
12452363505616325,12452363605834872,0.0201644,0.0200722,0.0524414,0.0500663,0.0276128,0.100219,10,26,405.308,1,3
12452363510696056,12452363605843758,0.02018,0.0200686,0.0523723,0.050066,0.0225954,0.0951477,10,26,405.308,1,3
12452363522776841,12452363605852775,0.0201628,0.0200679,0.0534406,0.0500679,0.00947259,0.0830759,10,26,405.308,1,3
12452363527862513,12452363629101510,0.0201919,0.0200684,0.0664627,0.0500679,0.0145844,0.101239,10,26,358.707,1,3
12452363532947805,12452363629119524,0.0201987,0.0200725,0.061407,0.0500657,0.014566,0.0961717,10,26,358.707,1,3
12452363541034611,12452363629128300,0.0201691,0.0200731,0.0533639,0.0500653,0.0145607,0.0880937,10,26,358.707,1,3
12452363546116877,12452363629138499,0.0201732,0.0200741,0.0503259,0.0500677,0.0125225,0.0830216,10,26,358.707,1,3
12452363564202964,12452363656319438,0.0201866,0.0200659,0.0714066,0.0500683,0.000523289,0.0921165,10,26,305.341,1,3
12452363565280310,12452363656343052,0.0201519,0.0200645,0.0703955,0.0500657,0.000515374,0.0910627,10,26,305.341,1,3
12452363566357044,12452363656352710,0.0201486,0.0200598,0.0693508,0.0500681,0.000496278,0.0899957,10,26,305.341,1,3
12452363567434659,12452363656362409,0.0201529,0.0200641,0.0683038,0.0500623,0.000471062,0.0889277,10,26,305.341,1,3
12452363605513641,12452363685099829,0.0201688,0.0200709,0.0533552,0.0500666,0.00606219,0.0795862,10,26,465.782,1,3
12452363611594765,12452363695229646,0.0201549,0.0200681,0.0574313,0.0500687,0.0060487,0.0836349,10,26,429.122,1,3
12452363613673975,12452363695245856,0.0201574,0.0200667,0.0553912,0.0500694,0.00602329,0.0815719,10,26,429.122,1,3
12452363628755553,12452363707569957,0.0201682,0.0200683,0.0573856,0.0500703,0.00126063,0.0788144,10,26,491.058,1,3
12452363638835346,12452363727756202,0.0201818,0.0200735,0.0533304,0.0500663,0.0154086,0.0889209,10,26,418.118,1,3
12452363655916294,12452363735971228,0.020302,0.0200661,0.0526402,0.0500647,0.00711271,0.0800549,10,26,439.31,1,3
12452363662000024,12452363735987860,0.0202451,0.0200655,0.052854,0.0500674,0.000888653,0.0739878,10,26,439.31,1,3
12452363667158461,12452363748156159,0.0201737,0.0200737,0.0578953,0.0500675,0.00292869,0.0809977,10,26,387.682,1,3
