send_time_ns,exit_time_ns,sender_to_A_s,service_time_A_s,A_to_B_s,service_time_B_s,B_to_sink_s,end_to_end_s,threads_A,threads_B,lambda,queue_len_A,queue_len_B
12452568734832211,12452568905696924,0.0201817,0.0200755,0.141769,0.0500687,0.00891405,0.170865,10,10,399.592,0,0
12452568739011798,12452568905708716,0.0202975,0.0200751,0.137481,0.0500651,0.00891887,0.166697,10,10,399.592,0,0
12452568744091960,12452568905718243,0.0201674,0.0200679,0.132531,0.0500616,0.00892789,0.161626,10,10,399.592,0,0
12452568774176861,12452568905731388,0.0201969,0.0200683,0.102421,0.0500659,0.00893622,0.131555,10,10,399.592,0,0
12452568776277870,12452568951215311,0.0201864,0.0200656,0.150037,0.0500698,0.00471406,0.174937,10,10,347.6,1,29
12452568777360746,12452568951233154,0.0201598,0.0200664,0.149057,0.0500612,0.00465556,0.173872,10,10,347.6,1,29
12452568786437082,12452568951241900,0.0201744,0.0200663,0.139976,0.0500638,0.00465463,0.164805,10,10,347.6,1,29
12452568789514888,12452568951250907,0.0201582,0.0200651,0.13707,0.0500666,0.00450744,0.161736,10,10,347.6,1,29
12452568791592885,12452568951263090,0.0201746,0.0200743,0.135009,0.050063,0.00448666,0.15967,10,10,347.6,1,29
12452568795673998,12452568951272668,0.0202494,0.0200682,0.130929,0.050065,0.00442067,0.155599,10,10,347.6,1,29
12452568804759532,12452568951285913,0.0201966,0.0200675,0.121896,0.0500622,0.00443419,0.146526,10,10,347.6,1,29
12452568808839323,12452568951294398,0.0201557,0.0200634,0.117863,0.0500633,0.00443658,0.142455,10,10,347.6,1,29
12452568814930726,12452568951303475,0.0202469,0.020068,0.11168,0.050061,0.00444576,0.136373,10,10,347.6,1,29
12452568817079274,12452568951317402,0.0201658,0.0200645,0.10962,0.0500652,0.00445216,0.134238,10,10,347.6,1,29
12452568823161741,12452569007999668,0.0201707,0.0200671,0.153246,0.0500716,0.0114211,0.184838,8,22,347.08,1,29
12452568824239958,12452569008089015,0.0201708,0.0200669,0.152234,0.0500616,0.011444,0.183849,8,22,347.08,1,29
12452568825317924,12452569008097772,0.0202394,0.0200719,0.151112,0.0500762,0.0114279,0.18278,8,22,347.08,1,29
12452568826394968,12452569008106498,0.0201599,0.0200617,0.150267,0.0500705,0.0112851,0.181712,8,22,347.08,1,29
12452568827471241,12452569008116226,0.0201679,0.0200732,0.149208,0.0500656,0.011269,0.180645,8,22,347.08,1,29
12452568856553917,12452569008128179,0.0201895,0.0200676,0.120182,0.0500687,0.011203,0.151574,8,22,347.08,1,29
12452568860638868,12452569008137256,0.0201916,0.020064,0.116097,0.0500683,0.0112098,0.147498,8,22,347.08,1,29
12452568867721906,12452569008152103,0.0201747,0.0200661,0.109033,0.0500663,0.0112224,0.14043,8,22,347.08,1,29
12452568868802106,12452569008160479,0.0201616,0.020066,0.107965,0.0500635,0.0112318,0.139358,8,22,347.08,1,29
12452568874881317,12452569008178363,0.0201568,0.0200661,0.101908,0.050068,0.011232,0.133297,8,22,347.08,1,29
12452568885041981,12452569008189093,0.0201802,0.0200667,0.0985803,0.0500654,0.00438663,0.123147,8,22,347.08,1,29
12452568892207964,12452569008202388,0.020184,0.0200669,0.0915177,0.0500664,0.00429269,0.115994,8,22,347.08,1,29
12452568891122594,12452569008211244,0.0201599,0.0200646,0.0926432,0.0500673,0.00428556,0.117089,8,22,347.08,1,29
12452568880960817,12452569008221453,0.0201727,0.0200675,0.10282,0.0500706,0.00426749,0.127261,8,22,347.08,1,29
12452568911453441,12452569008232834,0.0201733,0.0200681,0.0723539,0.0500622,0.00425219,0.0967794,8,22,347.08,1,29
12452568905368700,12452569008241901,0.0201814,0.0200667,0.0784718,0.0500648,0.00421999,0.102873,8,22,347.08,1,29
12452568919535848,12452569008255958,0.0201709,0.0200637,0.0644102,0.0500675,0.00413896,0.0887201,8,22,347.08,1,29
12452568930701652,12452569008264534,0.0201721,0.0200646,0.0532902,0.0500604,0.0041006,0.0775629,8,22,347.08,1,29
12452568927620508,12452569008272328,0.0201765,0.020065,0.0564368,0.0500604,0.00403856,0.0806518,8,22,347.08,1,29
12452568894286953,12452569008284561,0.0201668,0.0200677,0.0898047,0.0500687,0.00402608,0.113998,8,22,347.08,1,29
12452568944784813,12452569016137400,0.0201607,0.020069,0.050452,0.0500673,0.000739834,0.0713526,8,22,378.66,1,29
12452568945865504,12452569034286665,0.0201619,0.0200688,0.0503703,0.0500608,0.017889,0.0884212,8,22,346.324,1,29
12452568950943472,12452569054617753,0.0201833,0.0200685,0.0755253,0.0500678,0.0079657,0.103674,8,22,414.13,1,29
12452568965034548,12452569054635736,0.0201944,0.0200636,0.061484,0.0500615,0.00792283,0.0896012,8,22,414.13,1,29
12452568966114578,12452569054644713,0.0201725,0.0200665,0.0604696,0.0500685,0.00788797,0.0885301,8,22,414.13,1,29
12452568969192955,12452569054654682,0.0201675,0.020071,0.0575323,0.0500627,0.00776194,0.0854617,8,22,414.13,1,29
12452568987275756,12452569060748439,0.020162,0.0200696,0.0505344,0.050069,0.00277626,0.0734727,8,22,403.258,1,29
12452568988361046,12452569060766032,0.020181,0.0200629,0.0504771,0.0500651,0.00174687,0.072405,8,22,403.258,1,29
12452568990440345,12452569067840825,0.0201729,0.0200682,0.0555196,0.0500717,0.00170794,0.0774005,8,22,377.057,1,29
12452568994520006,12452569067859971,0.0201547,0.0200621,0.0514888,0.0500614,0.0016965,0.07334,8,22,377.057,1,29
12452569000600329,12452569085027010,0.0201811,0.0200719,0.0634992,0.050065,0.000746366,0.0844267,8,22,328.464,1,29
12452569007678568,12452569085046947,0.0201523,0.0200641,0.0564763,0.0500667,0.000739713,0.0773684,8,22,328.464,1,29
12452569008756274,12452569085055623,0.0201523,0.0200628,0.0554133,0.0500637,0.000733792,0.0762993,8,22,328.464,1,29
12452569015833401,12452569097173799,0.0201904,0.0200863,0.0513188,0.0500674,0.00983115,0.0813404,8,22,319.192,1,29
12452569033915781,12452569106337278,0.0202389,0.020063,0.050458,0.0500717,0.00172462,0.0724215,8,22,300.245,1,29
12452569034993487,12452569108403924,0.0201795,0.0200697,0.0514867,0.0500639,0.00174428,0.0734104,8,22,318.304,1,29
12452569037074730,12452569130674588,0.0201579,0.0200691,0.0535015,0.0500612,0.0199404,0.0935999,8,22,287.746,1,29
12452569044155615,12452569130693975,0.0201713,0.0200661,0.0535057,0.0500632,0.0128614,0.0865384,8,22,287.746,1,29
12452569053238123,12452569130704094,0.0201659,0.0200718,0.0545322,0.050066,0.00276782,0.077466,8,22,287.746,1,29
12452569054319084,12452569130714463,0.0201731,0.0200685,0.0534884,0.0500685,0.00273384,0.0763954,8,22,287.746,1,29
12452569056398543,12452569130725193,0.0201621,0.0200664,0.0514371,0.0500639,0.00272749,0.0743267,8,22,287.746,1,29
12452569060480067,12452569138783536,0.0201585,0.0200687,0.054371,0.050068,0.00377391,0.0783035,8,22,271.339,1,29
12452569067559589,12452569154148784,0.0201692,0.0200636,0.0594485,0.050068,0.00697155,0.0865892,8,22,413.468,1,29
12452569077644321,12452569154167218,0.0201776,0.0200644,0.0535164,0.0500718,0.00282899,0.0765229,8,22,413.468,1,29
12452569084724554,12452569162297605,0.0201747,0.0200695,0.0514335,0.0500628,0.00596484,0.0775731,8,22,394.598,1,29
12452569086806839,12452569162318094,0.0201633,0.0200673,0.0514385,0.050068,0.00390941,0.0755113,8,22,394.598,1,29
12452569096893114,12452569183659029,0.0201625,0.0200724,0.0636188,0.0500701,0.0029846,0.0867659,8,22,368.283,1,29
12452569100975499,12452569183685178,0.0202565,0.020068,0.0595045,0.050063,0.00294864,0.0827097,8,22,368.283,1,29
12452569106063456,12452569183694776,0.0201681,0.0200627,0.0545238,0.0500697,0.00293937,0.0776313,8,22,368.283,1,29
12452569108143416,12452569183703292,0.0201536,0.0200629,0.0524926,0.0500694,0.00291368,0.0755599,8,22,368.283,1,29
12452569112225782,12452569201953837,0.0201545,0.0200661,0.0564,0.0500714,0.0131736,0.0897281,8,22,442.296,1,29
12452569115305322,12452569201970077,0.0201695,0.0200686,0.0533316,0.0500653,0.0131637,0.0866648,8,22,442.296,1,29
12452569130386680,12452569207051773,0.0201652,0.0200701,0.0535937,0.0500655,0.00290625,0.0766651,8,22,417.754,1,29
12452569138472574,12452569222333646,0.0201848,0.0200641,0.053638,0.0500691,0.0100383,0.0838611,8,22,386.532,1,29
12452569143551613,12452569222349395,0.0201638,0.0200618,0.0557612,0.0500616,0.00287278,0.0787978,8,22,386.532,1,29
12452569144628848,12452569222357280,0.0201674,0.0200707,0.0546928,0.0500669,0.00286822,0.0777284,8,22,386.532,1,29
12452569146785402,12452569222366697,0.0201674,0.0200682,0.0525462,0.0500647,0.00286773,0.0755813,8,22,386.532,1,29
12452569145708818,12452569222374632,0.0201634,0.0200671,0.0536265,0.050065,0.00287591,0.0766658,8,22,386.532,1,29
12452569153861897,12452569233401216,0.0201555,0.0200691,0.05054,0.0500722,0.00884381,0.0795393,8,22,356.903,1,29
12452569155943010,12452569246677007,0.020176,0.0200633,0.0575208,0.0500607,0.0130372,0.090734,8,22,427.608,1,29
12452569162025146,12452569246692246,0.020156,0.0200664,0.0514918,0.0500663,0.0130193,0.0846671,8,22,427.608,1,29
12452569163106047,12452569246700120,0.0201759,0.0200745,0.0504034,0.0500669,0.0130148,0.0835941,8,22,427.608,1,29
12452569169191369,12452569256801073,0.0201581,0.0200658,0.0626021,0.0500668,0.00484952,0.0876097,8,22,440.611,1,29
12452569174276259,12452569256816361,0.0201682,0.0200621,0.057544,0.0500658,0.00482798,0.0825401,8,22,440.611,1,29
12452569183354860,12452569283361732,0.0201768,0.0200703,0.053519,0.0500626,0.0263112,0.100007,8,22,416.914,1,29
12452569186515311,12452569283381358,0.0201662,0.0200687,0.0504264,0.050061,0.0262734,0.096866,8,22,416.914,1,29
12452569185436193,12452569283391497,0.0201692,0.0200714,0.0515073,0.0500645,0.0262788,0.0979553,8,22,416.914,1,29
12452569187593408,12452569283401115,0.0201649,0.0200696,0.0523739,0.0500681,0.0232689,0.0958077,8,22,416.914,1,29
12452569201675907,12452569283411144,0.0201607,0.0200695,0.0504937,0.0500624,0.0110808,0.0817352,8,22,416.914,1,29
12452569206761480,12452569299286557,0.0201845,0.0200699,0.0564691,0.0500682,0.0158715,0.0925251,8,22,381.438,1,29
12452569209849636,12452569299302487,0.0201702,0.0200625,0.0534293,0.0500666,0.0158534,0.0894529,8,22,381.438,1,29
12452569219930220,12452569299310222,0.0202276,0.0200643,0.0565173,0.0500667,0.00263506,0.07938,8,22,381.438,1,29
12452569222064602,12452569299317996,0.0201641,0.0200673,0.0544874,0.050069,0.00260183,0.0772534,8,22,381.438,1,29
12452569233146750,12452569310360560,0.0201727,0.0200664,0.0534914,0.0500678,0.00354971,0.0772138,8,22,352.307,1,29
12452569234226179,12452569310379185,0.0201695,0.0200695,0.0524572,0.0500695,0.00352629,0.076153,8,22,352.307,1,29
12452569235306159,12452569310389975,0.0201546,0.0200662,0.0513962,0.0500651,0.00353306,0.0750838,8,22,352.307,1,29
12452569246386965,12452569339819900,0.0201726,0.0200672,0.0667868,0.0500694,0.00647349,0.0934329,8,22,441.591,1,29
12452569247467235,12452569339834647,0.020164,0.0200695,0.0657695,0.0500649,0.00643388,0.0923674,8,22,441.591,1,29
12452569256546867,12452569339842372,0.0201702,0.0200671,0.0566896,0.0500631,0.00643577,0.0832955,8,22,441.591,1,29
12452569260626147,12452569339851810,0.0201595,0.0200686,0.0526731,0.0500644,0.00639305,0.0792257,8,22,441.591,1,29
12452569261702621,12452569339860005,0.02015,0.0200662,0.0516087,0.0500669,0.00639868,0.0781574,8,22,441.591,1,29
12452569264779165,12452569355042723,0.0201682,0.0200653,0.0643432,0.0500713,0.00575215,0.0902636,8,22,430.695,1,29
12452569282873919,12452569362248611,0.0202207,0.0200652,0.0572543,0.0500676,0.00189969,0.0793747,8,22,448.622,1,29
12452569298958744,12452569378346029,0.0201975,0.0200676,0.0502663,0.0500735,0.00892345,0.0793873,8,22,409.977,1,29
12452569310047234,12452569388432384,0.0201756,0.0200655,0.0503269,0.0500668,0.00788262,0.0783852,8,22,375.412,1,29
12452569319131265,12452569399714346,0.0201744,0.020071,0.0505259,0.0500658,0.00988276,0.0805831,8,22,393.803,1,29
12452569320212367,12452569399727891,0.0201642,0.0200702,0.0565071,0.0500626,0.00284418,0.0795155,8,22,393.803,1,29
12452569330289864,12452569422254174,0.0201543,0.0200674,0.0545984,0.0500643,0.0172116,0.0919643,8,22,522.01,1,29
12452569331370285,12452569422267429,0.0201503,0.0200641,0.0535634,0.0500624,0.0171834,0.0908971,8,22,522.01,1,29
12452569338449827,12452569422275433,0.0201778,0.0200727,0.0536217,0.0500704,0.0100261,0.0838256,8,22,522.01,1,29
12452569339531591,12452569422283208,0.0201804,0.0200692,0.0525675,0.0500622,0.0100037,0.0827516,8,22,522.01,1,29
12452569346610912,12452569437360498,0.0201657,0.0200668,0.0615903,0.0500687,0.0089936,0.0907496,8,22,473.873,1,29
12452569347700219,12452569437374184,0.020166,0.0200675,0.0605053,0.0500662,0.00900268,0.089674,8,22,473.873,1,29
12452569354780923,12452569437382049,0.0201581,0.020068,0.0534688,0.0500678,0.00897426,0.0826011,8,22,473.873,1,29
12452569355859591,12452569437391637,0.020175,0.0200682,0.0523754,0.0500662,0.00898162,0.081532,8,22,473.873,1,29
12452569361942348,12452569453429544,0.020189,0.0200704,0.0563201,0.0500657,0.0149781,0.0914872,8,22,432.704,1,3
12452569378027664,12452569453443149,0.0201807,0.0200632,0.0515095,0.0500672,0.00372534,0.0754155,8,22,432.704,1,3
12452569381109708,12452569453451294,0.0201847,0.0200682,0.051478,0.0500662,0.000678809,0.0723416,8,22,432.704,1,3
12452569388190522,12452569477801859,0.020165,0.0200672,0.0639009,0.0500657,0.00554544,0.0896113,13,29,416.906,1,3
12452569389270402,12452569477817759,0.0201729,0.0200698,0.0628395,0.0500632,0.00553501,0.0885474,13,29,416.906,1,3
12452569396349813,12452569477825814,0.0201655,0.0200652,0.0557833,0.0500627,0.0055272,0.081476,13,29,416.906,1,3
12452569399429383,12452569477833849,0.020173,0.0200647,0.0527223,0.0500642,0.00550913,0.0784045,13,29,416.906,1,3
12452569402512870,12452569477842405,0.0201627,0.0200637,0.0515895,0.0500666,0.00357736,0.0753295,13,29,416.906,1,3
12452569403592209,12452569477850901,0.0201768,0.0200701,0.0505346,0.0500619,0.00354722,0.0742587,13,29,416.906,1,3
12452569404670586,12452569508059322,0.0201703,0.0200685,0.0625183,0.0500643,0.0207001,0.103389,13,29,339.893,1,3
12452569405746699,12452569508080311,0.0201715,0.0200686,0.0614786,0.0500636,0.0206835,0.102334,13,29,339.893,1,3
12452569406827670,12452569508090460,0.0215953,0.0200628,0.0589925,0.0500639,0.020675,0.101263,13,29,339.893,1,3
12452569421911583,12452569508100228,0.0201735,0.0200645,0.0613546,0.0500672,0.00466057,0.0861886,13,29,339.893,1,3
12452569423991964,12452569508117080,0.0201803,0.0200686,0.0592964,0.0500609,0.00464839,0.0841251,13,29,339.893,1,3
12452569437075215,12452569510151645,0.0201767,0.0200682,0.0524835,0.0500653,0.000416288,0.0730764,13,29,353.926,1,3
12452569453156844,12452569532472143,0.0201853,0.020069,0.0544513,0.0500687,0.00467874,0.0793153,13,29,303.478,1,3
12452569454234329,12452569532488544,0.0202979,0.0200621,0.0533051,0.0500684,0.0046512,0.0782542,13,29,303.478,1,3
12452569459314000,12452569538548599,0.0202,0.0200689,0.0533469,0.0500615,0.00568774,0.0792346,13,29,289.568,1,3
12452569461393910,12452569538563907,0.0201741,0.0200677,0.0513439,0.0500625,0.00565208,0.07717,13,29,289.568,1,3
12452569482555691,12452569559742970,0.0201923,0.0200736,0.0553553,0.0500694,0.00163965,0.0771873,13,29,269.315,1,3
12452569477475890,12452569559759812,0.0202079,0.0200751,0.0604188,0.0500718,0.00165722,0.0822839,13,29,269.315,1,3
12452569488643457,12452569577772090,0.0201999,0.0200703,0.0513179,0.0500668,0.0176109,0.0891286,13,29,247.913,1,3
12452569507727732,12452569586999940,0.0202142,0.0200684,0.0545286,0.0500727,0.00452948,0.0792722,13,29,296.401,1,3
12452569509810287,12452569587091672,0.020207,0.0200736,0.0525017,0.0500704,0.00457262,0.0772814,13,29,296.401,1,3
12452569513890468,12452569600322880,0.0202841,0.0200699,0.0543809,0.0500696,0.0117674,0.0864324,13,29,389.113,1,3
12452569519978365,12452569600341255,0.0202658,0.0200686,0.0514026,0.0500686,0.00869451,0.0803629,13,29,389.113,1,3
12452569523072002,12452569614471905,0.0201613,0.0200682,0.0665084,0.0500656,0.00473022,0.0913999,13,29,405.879,1,3
12452569532153497,12452569614486111,0.0201719,0.0200675,0.0574422,0.0500634,0.00471843,0.0823326,13,29,405.879,1,3
12452569538237126,12452569614493966,0.0202392,0.0200694,0.0513309,0.0500638,0.00468673,0.0762568,13,29,405.879,1,3
12452569541316005,12452569628545387,0.0201784,0.0200687,0.0663013,0.0500716,0.000749632,0.0872294,13,29,372.388,1,3
12452569559400971,12452569648909236,0.020194,0.0200713,0.0573996,0.0500654,0.0119147,0.0895083,13,29,387.852,1,3
12452569577487067,12452569667224683,0.0201874,0.0200762,0.0526485,0.0500666,0.0169017,0.0897376,13,29,350,1,3
12452569578566967,12452569667240112,0.0201755,0.0200715,0.0516073,0.0500692,0.0168903,0.0886731,13,29,350,1,3
12452569586655576,12452569667247906,0.0201994,0.0200687,0.057631,0.0500715,0.00276195,0.0805923,13,29,350,1,3
12452569589740877,12452569667255721,0.0201838,0.0200698,0.0545887,0.0500713,0.00274234,0.0775148,13,29,350,1,3
12452569590819454,12452569667270629,0.020168,0.0200688,0.0535349,0.0500642,0.00274829,0.0764512,13,29,350,1,3
12452569591896689,12452569667279696,0.0201707,0.0200689,0.0524741,0.0500682,0.00273813,0.075383,13,29,350,1,3
12452569599980851,12452569687496609,0.0202011,0.0200657,0.0583645,0.0500604,0.00895015,0.0875158,13,29,381.652,1,3
12452569601063626,12452569687513070,0.0201756,0.0200697,0.0573785,0.0500659,0.00889537,0.0864494,13,29,381.652,1,3
12452569614143861,12452569687523018,0.02019,0.0200725,0.051263,0.0500633,0.00192614,0.0733792,13,29,381.652,1,3
12452569628226952,12452569714939609,0.0201896,0.0200663,0.0504914,0.0500639,0.0160317,0.0867127,13,29,476.927,1,3
12452569635310551,12452569736127938,0.0201771,0.0200672,0.0617626,0.0500714,0.0188777,0.100817,13,29,410.215,1,3
12452569637390772,12452569736154167,0.020162,0.0200631,0.0597094,0.0500642,0.0188919,0.0987634,13,29,410.215,1,3
12452569640471845,12452569736164216,0.0201608,0.020062,0.0566408,0.0500634,0.0188908,0.0956924,13,29,410.215,1,3
12452569641552125,12452569736174656,0.0201827,0.0200717,0.0559332,0.0500684,0.0185066,0.0946225,13,29,410.215,1,3
12452569648630454,12452569736191507,0.0201748,0.0200648,0.05148,0.050064,0.0159063,0.0875611,13,29,410.215,1,3
12452569651711657,12452569736201826,0.0201744,0.0200707,0.0564303,0.0500687,0.00788551,0.0844902,13,29,410.215,1,3
12452569666796973,12452569741275316,0.0201889,0.0200737,0.0505135,0.0500671,0.0037759,0.0744783,13,29,388.895,1,3
12452569669882935,12452569741298630,0.0202046,0.0200683,0.0504814,0.0500714,0.000729695,0.0714157,13,29,388.895,1,3
12452569677967957,12452569773652965,0.0202018,0.0200677,0.0667666,0.0500623,0.00871661,0.095685,13,29,387.868,1,3
12452569684050283,12452569773669637,0.0201883,0.0200702,0.060792,0.050066,0.00863908,0.0896194,13,29,387.868,1,3
12452569685130143,12452569773677802,0.020168,0.0200714,0.0600601,0.0500643,0.00831959,0.0885477,13,29,387.868,1,3
12452569687209372,12452569773685887,0.0201624,0.0200699,0.0580381,0.0500663,0.00827594,0.0864765,13,29,387.868,1,3
12452569691370254,12452569773698961,0.0201709,0.0200684,0.0538836,0.050062,0.0082742,0.0823287,13,29,387.868,1,3
12452569692450405,12452569773706816,0.0201623,0.020069,0.0528247,0.0500627,0.00826943,0.0812564,13,29,387.868,1,3
12452569693531016,12452569773714551,0.0201571,0.0200669,0.0517531,0.0500624,0.00827334,0.0801835,13,29,387.868,1,3
12452569690287038,12452569773723688,0.0201714,0.0200693,0.0550008,0.0500599,0.00826443,0.0834367,13,29,387.868,1,3
12452569714619520,12452569797913111,0.0201828,0.0200664,0.0513133,0.0500667,0.0117975,0.0832936,13,29,348.125,1,3
12452569719702437,12452569797928550,0.0201968,0.0200694,0.0513309,0.0500724,0.00669841,0.0782261,13,29,348.125,1,3
12452569735785287,12452569824220636,0.0201713,0.0200621,0.0504614,0.0500706,0.0178027,0.0884353,13,29,288.974,1,3
12452569740868135,12452569824234903,0.0202016,0.0200726,0.0524381,0.0500712,0.0107271,0.0833668,13,29,288.974,1,3
12452569741949608,12452569824242888,0.0201828,0.0200677,0.0513772,0.0500643,0.0107333,0.0822933,13,29,288.974,1,3
12452569747036633,12452569824251173,0.0201918,0.0200687,0.0564231,0.0500677,0.000599631,0.0772145,13,29,288.974,1,3
12452569756117747,12452569832260243,0.0201615,0.0200653,0.0504939,0.0500714,0.00548707,0.0761425,13,29,272.447,1,3
12452569763197769,12452569859598957,0.0201677,0.0200692,0.0645293,0.0500655,0.0117041,0.0964012,13,29,360.118,1,3
12452569764277549,12452569859615558,0.0201702,0.0200694,0.0634964,0.0500666,0.0116714,0.095338,13,29,360.118,1,3
12452569773357262,12452569859625617,0.0201666,0.0200705,0.0544553,0.0500692,0.0116464,0.0862684,13,29,360.118,1,3
12452569776437664,12452569859635055,0.0201796,0.0200687,0.0513965,0.0500806,0.0116213,0.0831974,13,29,360.118,1,3
12452569797549521,12452569891873563,0.0202029,0.0200713,0.0564722,0.0500723,0.017649,0.094324,13,29,429.019,1,3
12452569803641916,12452569891889814,0.0201967,0.0200631,0.0503974,0.0500682,0.0176538,0.0882479,13,29,429.019,1,3
12452569809723772,12452569891899301,0.0201667,0.020067,0.0523498,0.0500658,0.00965903,0.0821755,13,29,429.019,1,3
12452569823802464,12452569913294688,0.0201914,0.0200741,0.0655837,0.0500733,0.00371717,0.0894922,13,29,400.788,1,3
12452569831886384,12452569913309997,0.0201803,0.0200715,0.0576235,0.0500673,0.00361983,0.0814236,13,29,400.788,1,3
12452569832969931,12452569913319495,0.0201796,0.0200663,0.0565569,0.0500646,0.0036131,0.0803496,13,29,400.788,1,3
12452569834057555,12452569913332038,0.0201859,0.0200645,0.0557046,0.0500666,0.00338402,0.0792745,13,29,400.788,1,3
12452569859145349,12452569951796602,0.0201882,0.0200692,0.0625441,0.0500701,0.009919,0.0926513,13,29,372.859,1,3
12452569860230719,12452569951813113,0.0201893,0.0200701,0.0614781,0.0500671,0.00991504,0.0915824,13,29,372.859,1,3
12452569861311530,12452569951833952,0.0201823,0.0200708,0.0604303,0.050067,0.00990985,0.0905224,13,29,372.859,1,3
12452569862390358,12452569951845523,0.0201641,0.0200648,0.059387,0.0500642,0.00990403,0.0894552,13,29,372.859,1,3
12452569875473318,12452569951856223,0.0201732,0.0200642,0.0523656,0.050069,0.00384414,0.0763829,13,29,372.859,1,3
12452569891556129,12452569963896213,0.0201936,0.0200731,0.0515476,0.0500702,0.00059894,0.0723401,13,29,343.841,1,3
12452569894638414,12452569975168647,0.02018,0.0200741,0.0515218,0.0500656,0.00882847,0.0805302,12,24,383.571,1,3
12452569897720299,12452569984475845,0.0201828,0.0200723,0.0605869,0.0500683,0.00598583,0.0867555,12,24,421.229,1,3
12452569898799838,12452569984489580,0.020173,0.0200684,0.0595402,0.0500698,0.0059765,0.0856897,12,24,421.229,1,3
12452569906887173,12452569984497926,0.0202115,0.0200714,0.0514259,0.0500662,0.00597334,0.0776108,12,24,421.229,1,3
12452569912972586,12452569990540638,0.020191,0.020071,0.0543534,0.0500722,0.00302364,0.0775681,12,24,395.559,1,3
12452569916055723,12452569990554654,0.0201651,0.0200656,0.0513292,0.0500683,0.00300466,0.0744989,12,24,395.559,1,3
12452569928143811,12452570006690174,0.0201835,0.0200684,0.0534742,0.0500661,0.0048887,0.0785464,12,24,345.78,1,3
12452569937226480,12452570023817939,0.020174,0.0200688,0.0565036,0.0500717,0.00991378,0.0865915,12,24,317.055,1,3
12452569938306500,12452570023830302,0.0201728,0.0200748,0.0554556,0.050068,0.00989535,0.0855238,12,24,317.055,1,3
12452569940386210,12452570023838197,0.0201692,0.0200657,0.0534004,0.0500677,0.00988244,0.083452,12,24,317.055,1,3
12452569951472546,12452570028869448,0.0201949,0.0200688,0.0535119,0.0500662,0.00369006,0.0773969,12,24,305.023,1,3
12452569963560074,12452570045979039,0.0202026,0.0200735,0.050706,0.0500694,0.0115103,0.082419,12,24,280.374,1,3
12452569966643181,12452570045993035,0.0201912,0.0200687,0.0537225,0.0500657,0.00543615,0.0793499,12,24,280.374,1,3
12452569969722941,12452570046016128,0.020169,0.0200731,0.0506934,0.0500673,0.00543081,0.0762932,12,24,280.374,1,3
12452569970800357,12452570060169090,0.0201669,0.0200688,0.0596719,0.0500666,0.00952993,0.0893687,12,24,259.436,1,3
12452569974876510,12452570060182094,0.0201664,0.0200719,0.0556302,0.050067,0.00950906,0.0853056,12,24,259.436,1,3
12452569975954136,12452570060189989,0.0201757,0.0200705,0.0545524,0.0500642,0.0095078,0.0842359,12,24,259.436,1,3
12452569979037643,12452570060197743,0.0201799,0.0200664,0.0514856,0.0500704,0.00949465,0.0811601,12,24,259.436,1,3
12452569981119447,12452570060210176,0.0201595,0.0200668,0.0554269,0.0500662,0.00350432,0.0790907,12,24,259.436,1,3
12452569984197985,12452570060217951,0.0201553,0.0200645,0.052381,0.0500628,0.00348371,0.07602,12,24,259.436,1,3
